"created_at","text"
2020-06-19,"us navy has decided against reinstating capt crozier who was relieved of his command after he sent a letter to his superiors pleading for help to contain a coronavirus outbreak aboard the uss theodore roosevelt"
2020-06-19,"the coronavirus pandemic is accelerating with thursday's new cases the highest in a single day and nearly half of those in the americas world health organization says"
2020-06-16,"a common steroid drug has been shown to reduce deaths by a third in the sickest patients in the hospital with covid british scientists say the first time a drug has been shown to have an effect on death rates of the virus"
2020-06-16,"new coronavirus cases in fresh outbreak in beijing pass on tuesday as restrictions are imposed across the citya"
2020-06-15,"fda rescinds emergency use authorization for hydroxychloroquine to treat hospitalized covid patients saying the drug carries too many risks without any apparent benefit"
2020-06-12,"rnc picks jacksonville florida as site for president trump to accept the republican presidential nomination the move comes after a dispute with officials in north carolina which wanted to limit the size of crowds over concerns about covid"
2020-06-10,"the us has now seen coronavirus cases as of june at pm et there have been covid cases and reported deaths in the us"
2020-06-10,"who warns that the coronavirus pandemic is far from over as the number of cases globally hit more than cases were reported sunday making it the worst day for new confirmed infections since the pandemic began"
2020-06-10,"who warns that the coronavirus pandemic is far from over as the number of cases globally hit more than cases were reported sunday making it the worst day for new confirmed infections since the pandemic began"
2020-06-07,"thea coronavirus pandemica has claimed more than lives globally according to the latest data from johns hopkins universitya more than a quarter of those deaths were in the us according to an nbc news' tally"
2020-06-05,"us unemployment rate drops to as economy gains surprise m jobs despite the coronavirus pandemic"
2020-05-30,"in a ruling the us supreme court rejected an emergency appeal by a california church thata challenged state limits on attendance at worship servicesa imposed to contain the spread of the coronavirus"
2020-05-28,"more than m americans filed for sttime unemployment benefits last week marking the th straight week that jobless claims have been in the millions as the coronavirus continues to cripple the economy"
2020-05-27,"coronavirus death toll in us surpasses according to nbcnews count"
2020-05-27,"new zealand is discharging a final hospitalized coronavirus patient wednesday currently there is nobody in hospital with covid following the discharge of one person ashley bloomfield the country's director general of health told reporters"
2020-05-26,"andrea bocelli said tuesday that he had caught the novel coronavirus but was now recovered describing the experience as a nightmare"
2020-05-24,"white house announces the us will ban entrance of noncitizens who have been in brazil a coronavirus hotspot within the day period preceding their attempted entry"
2020-05-23,"brazil has surpassed russia in total number of confirmed coronavirus cases with cases according to johns hopkins university data brazil now has the secondhighest number of cases globally behind the us"
2020-05-23,"hertz filed for bankruptcy protection on friday unable to withstand the coronavirus pandemic that has crippled global travel and with it the heavily indebted yearold car rental companya cent s business"
2020-05-21,"mark zuckerberg says facebook will start allowing many of its employees and new recruits to work from home on a permanent basis adding to the companies that have embraced decentralized work during the coronavirus pandemic"
2020-05-21,"us naval air station corpus christi says it is on lockdown due to a reported shooting incident in the vicinity of the north gate"
2020-05-21,"global coronavirus cases have passed million johns hopkins university says"
2020-05-20,"more than coronavirus cases have been reported to the world health organization in the last hours the most in a single day since the outbreak began director general tedros adhanom ghebreyesus said at a news conference wednesday"
2020-05-18,"president trump says has been taking hydroxychloroquine says he consulted with white house physician in april fda warned against using hydroxychloroquine for coronavirus outside of hospitals the malaria drug is unproven for fighting covid"
2020-05-17,"us death toll for covid has risen above according to an nbc news tally"
2020-05-17,"a canadian air force jet paying tribute to frontline workers in the coronavirus pandemic crashed into a british columbia home on sunday authorities and witnesses say"
2020-05-16,"may as of am et there have been confirmed coronavirus cases in the us and deaths"
2020-05-16,"house passes t coronavirus heroes relief package in to vote bill now moves to republicanled senate president trump this week called the proposal aoedoaa corrects vote count"
2020-05-14,"fbi seizes sen burr's cell phone in probe over stock sales after coronavirus briefing"
2020-05-14,"the un is forecasting that the coronavirus pandemic will shrink the world economy by this year the sharpest contraction since the great depression"
2020-05-14,"wisconsin supreme court strikes down extension of stayathome orders during the coronavirus pandemic as unlawful invalid and unenforceable after finding the state's health commissioner exceeded authority"
2020-05-13,"india's pm modi says b will be provided to boost the country's economy amid the coronavirus pandemic"
2020-05-13,"paul manafort has been early released from prison amid coronavirus concerns had been sentenced to years in prison"
2020-05-12,"live dr fauci and other top health officials testify at us senate coronavirus hearing"
2020-05-12,"kremlin spokesman dmitry peskov tells russian state news agencies that he has been hospitalized after testing positive for covid"
2020-05-10,"us death toll for covid has risen above according to an nbc news tally"
2020-05-10,"uk pm johnson unveils roadmap for getting britain out of the coronavirus lockdown outlining a series of staggered steps that he says would be conditional on how diligently the public follows the government's advice"
2020-05-10,"more than m confirmed cases of coronavirus have been reported around the world according to the latest johns hopkins university data the global death toll has reached nearly"
2020-05-09,"president trump announces the federal government will purchase b of dairy meat and produce from farmers as the coronavirus pandemic continues to disrupt the food supply chain"
2020-05-09,"children have now died in new york from an inflammatory syndrome believed to be related to the coronavirus gov cuomo says"
2020-05-09,"russia recorded new coronavirus cases on saturday according to health officials topping cases for the th day in a row"
2020-05-09,"roy horn of siegfried amp roy has died from complications related to covid according to his partner siegfried fischbacher he was"
2020-05-08,"vp press sec katie miller tests positive for coronavirus she tells nbcnews saying she is asymptomatic"
2020-05-07,"russia surpasses france and germany in total number of coronavirus cases reaching infections"
2020-05-07,"the first coronavirusrelated death of a us immigration detainee was reported by health officials on wednesday"
2020-05-05,"dr rick bright who says he was shoved out of his coronavirus response job for pushing back on efforts to fund drugs promoted by those with political connections files whistleblower complaint charging gross mismanagement at agency"
2020-05-05,"more than employees at a tyson foods meat factory in perry iowa have tested positive for coronavirus"
2020-05-05,"new york state is reporting more than previously undisclosed deaths at nursing homes and adult care facilities as the state faces scrutiny over protecting vulnerable residents during the coronavirus pandemic"
2020-05-04,"live ny gov cuomo holds daily coronavirus briefing"
2020-05-03,"us supreme court resumes oral arguments monday following hiatus due to covid pandemic of the biggest casesainvolving access to pres trump's taxes and whether states can constitutionally punish faithless electorsawill be argued on may and"
2020-05-03,"italy reaches lowest coronavirus death toll since march"
2020-05-03,"italy reports deaths lowest since first day of lockdown afp"
2020-05-02,"violent clash over coronavirus tests at ice detention center in massachusetts ends with detainees sent to a hospital and in damage to the center authorities say"
2020-05-02,"the senate and the house respectfully decline the white house's offer to provide lawmakers with rapid coronavirus testing capabilities"
2020-05-01,"the white house has blocked dr fauci from testifying about the response to coronavirus before the house appropriations cmte a cmte spokesman tells nbcnews"
2020-05-01,"fda authorizes emergency use of remdesivir to treat the most severely ill coronavirus patients"
2020-05-01,"live ny gov cuomo holds daily coronavirus briefing"
2020-05-01,"one of mexicoa cent s bestknown protest singers oscar chavez died thursday at age after being infected with the coronavirus"
2020-04-30,"live ny gov cuomo holds daily coronavirus briefing"
2020-04-30,"los angeles will become the first major us city to begin offering coronavirus testing to all residents regardless of whether they have symptoms mayor garcetti says"
2020-04-29,"live florida gov desantis provides coronavirus updates"
2020-04-29,"live ny gov cuomo holds daily coronavirus briefing"
2020-04-29,"us gdp falls by in the first quarter of as the coronavirus pandemic continues to hit the economy"
2020-04-29,"british pm johnson and his fiancace carrie symonds announce the birth of a baby boy just weeks after the pm was in intensive care being treated for coronavirus"
2020-04-28,"new jersey gov murphy says an additional people in the state have died from the coronavirus a record singleday high"
2020-04-28,"total number of coronavirus cases in the us has reached according to nbcnews tally"
2020-04-28,"total number of coronavirus cases in the us has reached according to nbcnews tally"
2020-04-28,"president putin says russia will consider gradual end to coronavirus quarantines from may afp"
2020-04-28,"florida officials open online portal for the public to weigh in on reopening the state amid the coronavirus outbreak"
2020-04-27,"total number of global coronavirus cases has surpassed m according to johns hopkins university tally"
2020-04-27,"president trump has pushed his military and national security advisers in recent days to pull all us troops out of afghanistan amid concerns about a major coronavirus outbreak in the country according to two current and one former us officials"
2020-04-27,"construction workers and factories will restart in italy on may pm conte said as he laid out plans for a phased end to the countrya cent s strict nationwide lockdown"
2020-04-25,"covid has killed more than people worldwide according to johns hopkins university"
2020-04-25,"navy leaders recommend reinstating capt brett crozier who was relieved of his command after he raised concerns about a coronavirus outbreak on the uss theodore roosevelta"
2020-04-25,"the number of coronavirus cases in the us has risen past"
2020-04-24,"belgium will start to loosen its coronavirus restrictions starting on may prime minister sophie wilmas said at a press conference friday"
2020-04-24,"michigan gov whitmer on friday has extended stayathome order until may but eased some restrictions on public activities as the state's coronavirus cases stabilize"
2020-04-24,"recession caused by coronavirus pandemic and a burst of government spending will nearly quadruple the governmenta cent s budget deficit to trillion us congressional budget office said friday"
2020-04-24,"recession caused by coronavirus pandemic and a burst of government spending will nearly quadruple the governmenta cent s budget deficit to trillion us congressional budget office said friday"
2020-04-24,"coronavirus death toll in the us rises to"
2020-04-24,"update president trump has signed the nearly b interim coronavirus bill that includes additional money for the smallbusiness loan program as well as more funding for hospitals and testing"
2020-04-24,"the fda on friday cautioned against prescribing hydroxychloroquine to covid patients outside of hospital settings or clinical trials"
2020-04-24,"coronavirus cases surge to a record high in the indian state of maharashtra"
2020-04-24,"the us military has declared a public health emergency at its only permanent base in africa as coronavirus cases in host country djibouti near"
2020-04-23,"us house gives final passage to b coronavirus relief bill with funding aimed at helping small businesses and hospitals as well as b for increased virus testing president trump expected to sign"
2020-04-23,"sen warren says her oldest brother yearold air force veteran don reed has died of coronavirus"
2020-04-23,"another americans filed for initial jobless claims last week at least people have requested unemployment benefits since the outbreak of the coronavirus pandemic"
2020-04-23,"chancellor merkel urges germans to show persistence and discipline to get through the coronavirus pandemic that is still at the beginning"
2020-04-23,"illinois reported a new daily high of over coronavirus cases on wednesday as experts project the state has yet to even hit its peak"
2020-04-21,"congress has reached a deal on a nearly b interim coronavirus bill that includes additional funds for the small business loan program as well as more money for hospitals and testing according to multiple sources"
2020-04-21,"pm conte says italy expected to slowly come out of lockdown with some loosened measures coming into effect may"
2020-04-21,"president trump says he is suspending immigration to the us in response to the coronavirus pandemic and the need to protect jobs"
2020-04-20,"shake shack announces it is returning a million government loan meant for small businesses struggling in the economic fallout from the coronavirus pandemic"
2020-04-19,"more than people in europe have died due to the coronavirus according to a johns hopkins university tally"
2020-04-18,"us navy reported on saturday that of the nearly people who worked aboard the uss theodore roosevelt have tested positive for the coronavirus"
2020-04-18,"more than people in the us have tested positive for coronavirus"
2020-04-17,"health officials estimate the covid death toll in new york city has passed"
2020-04-17,"michael cohen the former personal lawyer for president trump will be released from prison early over concerns of covid continuing to spread among inmates behind bars his lawyer says"
2020-04-16,"as coronavirus deaths in nursing homes skyrocket an nbcnews investigation has found deaths linked to longterm care facilities in states but limited testing and some statesa cent refusal to disclose data means the toll is likely far higher"
2020-04-15,"at least more los angeles county residents have died from coronavirus health officials said wednesday in a second consecutive day of biggest oneday spikes"
2020-04-15,"coronavirus death toll in the us rises above"
2020-04-15,"number of coronavirus cases around the world has topped m according to tally compiled by johns hopkins university"
2020-04-15,"join us tonight for our next nbcnews special report on the coronavirus pandemic"
2020-04-14,"live california gov newsom provides latest coronavirus updates"
2020-04-14,"imf forecasts a sharp and sustained global downturn because of coronavirus pandemic aoeit is very likely that this year the global economy will experience its worst recession since the great depression"
2020-04-14,"india extends its nationwide lockdown for its billion people as the number of coronavirus cases crossed"
2020-04-13,"in a joint call monday the governors of several northeastern us states outlined the first steps each state will take toward easing coronavirus restrictions"
2020-04-13,"us navy sailor assigned to the uss theodore roosevelt has died of covid complications"
2020-04-12,"more than new yorkers are now dead from covid"
2020-04-12,"pm johnson has left a london hospital where he was being treated for covid downing street says a spokesperson said he would continue his recovery at chequers"
2020-04-12,"walt disney co plans to furlough workers at its disney world resort in orlando florida as coronavirus forces theme parks around the country to close indefinitely"
2020-04-11,"planned parenthood asks us supreme court to step into the texas legal battle over whether abortions should be accessible during the coronavirus pandemic"
2020-04-11,"at least crew members aboard the uss theodore roosevelt have tested positive for covid more than a week after its captain brett crozier was relieved of duty for sounding the alarm about an outbreak on the ship"
2020-04-11,"americans are starting to receive their cash payments via direct deposits part of the t bill passed by congress to stimulate the economy after the decline caused by the coronavirus pandemic"
2020-04-11,"us death toll from covid has risen to more than with over cases confirmed"
2020-04-10,"the number of deaths of veterans with covid in the va hospital system has risen to with new fatalities reported since thursday"
2020-04-10,"global coronavirus death toll surpasses according to a tally compiled by johns hopkins universitya"
2020-04-10,"live ny gov cuomo provides latest coronavirus updates"
2020-04-10,"california experienced its first daily decrease in intensive care hospitalizations since the start of the coronavirus outbreak"
2020-04-09,"british pm johnson has been moved out of icu after coronavirus hospitalization"
2020-04-09,"live nbcnewsnow coverage ny gov cuomo provides latest coronavirus updates"
2020-04-09,"a sailor assigned to the uss theodore roosevelt has tested positive for the coronavirus and transferred to icu after being found unresponsive in their room in guam"
2020-04-08,"more than people have died from the coronavirus in new york city health officials say"
2020-04-08,"live nbcnewsnow coverage ny gov cuomo provides latest coronavirus updates"
2020-04-08,"ethiopia africa's second most populous country declares a state of emergency amid the coronavirus pandemic"
2020-04-08,"legendary country and folk singer john prine has died from coronavirus complications a publicist confirmed on behalf of the prine family"
2020-04-07,"new york city suffers its deadliest hours of the coronavirus pandemic with a spike of deaths as more than people have now died officials say tuesday night"
2020-04-07,"jack dorsey ia cent m moving b of my square equity of my wealth to startsmall llc to fund global covid relief"
2020-04-07,"acting us navy secretary offers to resign amid firestorm over firing of captain who raised coronavirus concerns"
2020-04-07,"coronavirus death toll in france surpasses despite severe quarantine measures that have been put in place across the country to slow the spread of the virus"
2020-04-07,"president trump removes acting pentagon inspector general glenn fine who was set to oversee the t coronavirus relief spending package"
2020-04-07,"the uk has recorded its highest daily death toll since the beginning of the coronavirus outbreak with news deaths recorded in a single day"
2020-04-07,"live ny gov cuomo provides latest coronavirus updates"
2020-04-07,"breaking a further patients have died in england after contracting the coronavirus bringing the total number of confirmed reported deaths in hospitals in england to get the latest on covid"
2020-04-07,"japan's pm abe declares a state of emergency as coronavirus cases rise"
2020-04-06,"british pm johnson has been moved to the icu after being admitted to the hospital sunday night with persistent symptoms of coronavirus spokesman says"
2020-04-06,"british pm johnson has been moved to the icu after being admitted to the hospital sunday night with persistent symptoms of coronavirus spokesman says"
2020-04-06,"italya cent s death toll from coronavirus surpasses officials say there have been at least positive coronavirus cases in the country"
2020-04-06,"live ny gov cuomo provides latest coronavirus updates"
2020-04-06,"latest as of am et april there area a confirmed coronavirus cases in the us anda a deaths"
2020-04-06,"internal government watchdog report from the dept of health and human services us hospitals are warning that supply shortages and confusing government guidance on coronavirus put staff and patients at risk"
2020-04-06,"internal government watchdog report from the dept of health and human services us hospitals are warning that supply shortages and confusing government guidance on coronavirus put staff and patients at risk"
2020-04-06,"american airlines said sunday that it is suspending more flights to new york cityarea airports in response to the coronavirus pandemic"
2020-04-06,"authorities in texas will begin screening drivers traveling across state lines from louisiana a state hardhit by the coronavirus pandemic to enforce a mandatory twoweek quarantine officials say"
2020-04-05,"uk pm johnson hospitalized with persistent coronavirus symptoms"
2020-04-05,"queen elizabeth ii urged her subjects to show the same aoeselfdisciplinea and aoequiet goodhumored resolvea that characterized previous generations in a rare address to the nation about the coronavirus epidemic on sunday"
2020-04-05,"watch live queen delivers message to the nation about the coronavirus pandemic"
2020-04-05,"new york city sees largest daily spike in coronavirus deaths on saturday"
2020-04-04,"president trump says military personnel will deploy to new york city to help covid response efforts"
2020-04-04,"the total number of coronavirus cases in the us has risen to more than with the death toll surpassing"
2020-04-04,"live ny gov cuomo provides latest coronavirus updates"
2020-04-04,"death toll for covid in the us has risen above according to an nbc news count"
2020-04-04,"the coronavirus pandemic will cost the global economy as much as or nearly of all economic activity experts say"
2020-04-03,"montana's june primary will be conducted by mail in an effort to limit the spread of coronavirus ballots will be mailed out on may"
2020-04-03,"additional n masks a highly sought by medical professionals in their fight against covid a will be released from the national stockpile to the dept of health amp human services the pentagon said friday"
2020-04-03,"videos show cheering crowd of sailors aboard the uss theodore roosevelt saying goodbye to their captain who has been relieved of command after he raised concerns about a coronavirus outbreak on his ship in a letter that was leaked to news media"
2020-04-03,"live ny gov cuomo provides latest coronavirus updates"
2020-04-03,"spaina cent s coronavirus death toll nears on friday spain now has more infections than any other country in europe with almost cases"
2020-04-03,"the white house is expected to urge americans who live in areas of high coronavirus transmission to wear cloth face coverings to prevent the spread of the virus a senior admin official tells nbcnews"
2020-04-02,"coronavirus cases surpasses cases globally as covid continues to spread john hopkins university says"
2020-04-02,"us navy is expected to announce that it has relieved the captain who sounded the alarm about a coronavirus outbreak aboard the uss theodore roosevelt according to two us officials"
2020-04-02,"us navy is expected to announce that it has relieved the captain who sounded the alarm about a coronavirus outbreak aboard the uss theodore roosevelt according to two us officials"
2020-04-02,"live california gov newsom provides latest coronavirus updates"
2020-04-02,"many americans may have to wait months for coronavirus relief checks according to a memo obtained by nbcnews"
2020-04-02,"the fda is reducing restrictions on gay blood donors amid aoeurgent needa due to the coronavirus pandemic nbcout"
2020-04-02,"dnc is postponing its july convention until the week of august due to coronavirus pandemic the party announces"
2020-04-02,"live ny gov cuomo provides latest coronavirus updates"
2020-04-02,"record americans file unemployment claims amid coronavirus pandemic"
2020-04-02,"spain's coronavirus death toll has climbed past the country's health ministry said on thursday only italy has more deaths at"
2020-04-01,"trump admin's coronavirus task force announces counternarcotics operation to combat drug trafficking amid the coronavirus pandemic"
2020-04-01,"us navy sailors positive for covid on aircraft carrier will disembark ship"
2020-04-01,"live ny gov cuomo provides latest coronavirus updates"
2020-04-01,"wimbledon has been canceled for st time since wwii due to the coronavirus pandemic"
2020-04-01,"uk health officials report new deaths from the coronavirus bringing the toll in the country to more than new infections were recorded with the cumulative number of uk cases now standing at"
2020-04-01,"spanish coronavirus death toll reaches after recording fatalities in hours the highest number in the country's outbreak so far spain has also reported a record cases of the virus"
2020-04-01,"the us bureau of prisons has ordered a lockdown of its facilities due to coronavirus includes inmates being secured in their assigned cells for days minimum across all institutions"
2020-04-01,"president trump approves disaster declarations for montana and ohio related to the coronavirus pandemic white house says"
2020-04-01,"maine gov janet mills issues a stay healthy at home mandate aimed at slowing the spread of coronavirus"
2020-03-31,"president trump on coronavirus outbreak in the us this could be a hell of a bad two weeks this is going to be a bad and maybe even weeks"
2020-03-31,"dr birx projections showed that to m americans could have died without coronavirus intervention measures but to could still die"
2020-03-31,"join us tonight for an nbcnews special report on the coronavirus pandemic watch live on nbcnews msnbc and nbcnewsnow"
2020-03-31,"live ca gov newsom provides coronavirus updates"
2020-03-31,"new york state's number of coronavirus cases has grown to gov cuomo says warning that the main battle at the apex is far from over"
2020-03-31,"live ny gov cuomo provides latest coronavirus updates"
2020-03-31,"latest as of am et march there are confirmed coronavirus cases in the us and deaths"
2020-03-31,"nbcnews the mayor of rome joined mayors across italy in holding ceremonies to honor the almost italians who have died from covid"
2020-03-31,"nbcnews spanish cases of coronavirus soar by more than in hours the total number of cases in the country now stands at more than"
2020-03-31,"the number of coronavirus cases in the us reached early tuesday according to nbcnews tracker more than a third of cases are in new york state we are the canary in the coal mine new york's gov cuomo warned"
2020-03-31,"president trump declares disaster in pennsylvania amid coronavirus outbreak white house says"
2020-03-31,"president trump approves a disaster declaration for rhode island amid the coronavirus outbreak"
2020-03-31,"since sunday more people have died in new york city as a result of coronavirus for a total of deaths as a result of the outbreak in the city according to the nyc department of health"
2020-03-30,"hungary's parliament on monday approved a bill giving pm viktor orban's government extraordinary powers during the coronavirus pandemic without setting an end date for their expiration"
2020-03-30,"thread coronavirus updates for monday march a cent cases globally nearly deaths a cent spain surpasses chinaa cent s total number of cases a cent governors in michigan and louisiana warna of a lack of resources"
2020-03-30,"iran has recorded more than new coronavirus cases in the past hours bringing the total number of cases to the country's health officials said monday"
2020-03-29,"president trump announces extension of his admin's guidelines on social distancing amid the coronavirus outbreak until april"
2020-03-29,"singersongwriter john prine is in critical condition after apparently contracting coronavirus his family says"
2020-03-29,"president trump announces extension of his admin's guidelines on social distancing amid the coronavirus outbreak until april"
2020-03-29,"joe diffie an icon to many country music fans for his string of no hits in the s has died at age from complications related to the coronavirus a spokesperson says"
2020-03-29,"live ny gov cuomo provides latest coronavirus updates"
2020-03-29,"dr fauci says sunday that infection and death tolls in the us are such a moving target but he anticipates the coronavirus could kill between and americans while infecting millionsa"
2020-03-29,"an inmate has died after contracting the coronavirus at a louisiana federal prison marking the first coronavirusrelated death of an inmate in the us federal prison system a bureau of prisons spokesperson says"
2020-03-29,"latest as of am et march there are confirmed coronavirus cases in the us and deaths"
2020-03-29,"spain reports daily record for coronavirus deaths with fatalities in the last hours according to the country's ministry of health"
2020-03-29,"thread coronavirus updates sunday march a cent global death toll surpasses with more than deaths in italy a cent total cases reported worldwide a cent cdc issues aoenonessentiala travel advisory for new york new jersey and connecticut"
2020-03-29,"the us death toll from covid has risen to more than as of saturday evening"
2020-03-29,"update pres trump says he has asked the cdc to issue a strong travel advisory due to coronavirus to be administered by governors of ny nj and ct in consultation with federal government a quarantine will not be necessary full details will be released by cdc tonight"
2020-03-28,"new york city health officials report an additional deaths from covid since am saturday marking the highest number of recorded fatalities in a single day and bringing the death toll in the state to"
2020-03-28,"illinois state health officials have reported the death of an infant in chicago who tested positive for coronavirus an investigation is underway to determinea cent s the childa cent s cause of death"
2020-03-28,"fda authorizes emergency use of a new rapid coronavirus test that could give patients results in less than minutes"
2020-03-28,"ny gov cuomo reports new coronavirus cases in state bringing total up to cases number of deaths in state is up to cuomo says"
2020-03-28,"as of am et march there are confirmed coronavirus cases in the us and deaths"
2020-03-28,"thread coronavirus updates saturday march a cent us coronavirus cases surpass a cent president trump signs t economic stimulus bill a cent cases reported worldwide total deaths"
2020-03-28,"italy records deaths on friday the largest singleday death toll since the coronavirus outbreak began ravaging the country"
2020-03-28,"los angeles is teaming up with ups to become the first city in the us to offer delivery of coronavirus test kits mayor garcetti announced"
2020-03-28,"holland america cruise ship with coronavirus patients aboard has been denied passage through the panama canal"
2020-03-27,"north carolina gov cooper issued a statewide stayathome order to start next week amid coronavirus pandemic"
2020-03-27,"president trump has invoked the defense production act to order the hhs on friday to compel general motors to manufacturer ventilators amid the coronavirus outbreak"
2020-03-27,"four older guests died on a holland america cruise ship where two people have tested positive for the coronavirus and more than are experiencing flulike symptoms"
2020-03-27,"president trump signs t coronavirus relief bill into law"
2020-03-27,"coronavirus cases in us now surpass with deaths as of pm et march highest state case totals a cent new york a cent new jersey a cent california a cent washington a cent michigan a cent louisiana a cent illinois"
2020-03-27,"breaking us congress approves t coronavirus relief bill president trump expected to sign"
2020-03-27,"live nj gov murphy provides latest coronavirus updates"
2020-03-27,"breaking us congress approves t coronavirus relief bill president trump expected to sign"
2020-03-27,"live us house now voting on t coronavirus relief bill"
