"","created_at","text"
"25",2020-07-23,"renewed covid outbreaks are putting spain back under pressure but this time the focus is on younger people and the risk that they are unwittingly spreading the virus"
"26",2020-07-23,"new york city is facing such a delay in coronavirus testing results that some public officials and laboratory executives now say the city's strategy of allowing anyone and everyone who wants a test to get one is unsustainable"
"27",2020-07-23,"just weeks after resolving shortages in swabs researchers around the us are struggling to find the chemicals and plastic pieces they need to carry out coronavirus tests in the lab"
"28",2020-07-23,"breaking news more than million people in the us are now known to have been infected with the coronavirus according to a new york times database"
"29",2020-07-23,"the number of people dying from the coronavirus in the us far exceeds what would be expected in a normal year our analysis of cdc data which adjusts death records to account for reporting lags shows how many more people are dying in every state"
"30",2020-07-23,"nearly people have died of the coronavirus in nursing homes and other longterm facilities in new york a fight over whether relatives should be allowed to sue has erupted in albany"
"31",2020-07-23,"about as many people are now known to be hospitalized with the coronavirus in the united states as during any other time in the pandemic matching the previous peak in april"
"32",2020-07-23,"the coronavirus has heightened longsimmering friction in texas the largest republicanled state in the us"
"33",2020-07-23,"tesla reported a profit of million a result that surprised analysts who were expecting the electric carmaker to lose money as the coronavirus pandemic squeezed the company"
"34",2020-07-23,"breaking news the treasury secretary said a payroll tax cut would not be included in the coronavirus relief bill president trump's push had become an obstacle to negotiations"
"35",2020-07-23,"as nataliexdean pointed out we do not actually know much about what happens to the most serious covid patients who get to go home from the hospital we don't know what the longterm consequences are she said surviving doesn't mean thriving"
"36",2020-07-23,"felician sisters ranging in age from to worked and lived together at a michigan convent some for more than a half century they all died from covid and its effects within a month in june a th sister died after contracting the virus"
"37",2020-07-23,"while little is definitively known about the coronavirus just months into the pandemic the new virus is behaving like most others experts said lending credence to the belief that herd immunity can be achieved with a vaccine"
"38",2020-07-23,"cafeterias used by white house staff members were closed and contact tracing was conducted after an employee tested positive for the coronavirus a trump administration official said"
"39",2020-07-23,"new the number of people hospitalized with the coronavirus is nearing its highest point in the pandemic the us is averaging k new cases each day w smervosh patriciamazzei mannynyt mitchksmith joshkellerjosh"
"40",2020-07-22,"in early june about coronavirus cases were reported per day in the us when the positive test rate was"
"41",2020-07-22,"president trump has said the growing number of coronavirus cases is due to increased testing but our analysis shows the rise in cases far outpaces the growth in testing testing has grown since early june daily case counts have grown"
"42",2020-07-22,"anecdotes about people getting reinfected from the coronavirus are frightening but can you get covid twice here's what experts say"
"43",2020-07-22,"new so we have all been hearing stories of reinfection with the coronavirus and they are alarming but they are just thatstories without solid evidence it may seem like this virus is unique but it is not x"
"44",2020-07-22,"a pair of siblings in their s died within days of each other of covid in florida their deaths underscore two disturbing developments the surge of cases in states that had reopened quickly and the number of young people testing positive for the virus"
"45",2020-07-22,"the united states is committing to buying millions of coronavirus vaccines and providing them to citizens at no cost in a moment of crisis the country is acting more like a national health system you would see in europe or canada"
"46",2020-07-22,"the coronavirus forced the sports world into a onceinalifetime timeout it was an unexpected chance to pause and rethink the way the games are played here are ideas from nytsports some bold some whimsical for what some sports should do"
"47",2020-07-22,"remember back in january when the commerce secretary speculated that the coronavirus might bring jobs back to the united states well there is no sign it has anaswanson amp i have the details today there is a pattern here quick thread"
"48",2020-07-22,"months after the coronavirus crisis was first detected in the us the northeast stands in sharp contrast with the rest of the nation it has gone from the country's worst hot spot to its most controlled it's acting like europe one expert said"
"49",2020-07-22,"diane von furstenberg's glamorous personal brand masked the fact that her fashion line had been losing money for years her company like had been relying on an old business model when covid hit and stores were closed there was nowhere to hide"
"50",2020-07-22,"breaking news pfizer and a partner were given billion to produce million doses of a coronavirus vaccine by december it needs to be vetted by the fda"
"51",2020-07-22,"there is a program that may be able to help millions of struggling americans one that was underused even before the coronavirus crisis food stamps or as they are known in most places now the supplemental nutrition assistance program"
"52",2020-07-22,"these data continue to show that the number of people who have been infected with the virus that causes covid far exceeds the number of reported cases said dr fiona havers the cdc researcher who led the study"
"53",2020-07-22,"the starkly divergent ways in which the coronavirus has affected neighboring communities in the houston area one rich and one poor underscore how it magnifies inequities"
"54",2020-07-22,"breaking news for the first time in july the us recorded more than coronavirus deaths in one day"
"55",2020-07-21,"the famed french department store tati is a victim of covid its latest owners say and sharply declining sales but the trends that have caused it to close its doors go much farther back"
"56",2020-07-21,"asianamericans are facing a surge of harassment linked to fears about the coronavirus pandemic with more than incidents and little action from the federal government efforts to curtail racism have fallen to psas and social media campaigns"
"57",2020-07-21,"what i'm doing is i'm casting spells girl when the covid pandemic halted concerts and the music industry scrambled to adapt erykah badu created her own interactive streaming network less than weeks after the us began shutting down"
"58",2020-07-21,"new york paid as much as an hour for some doctors at billie jean king but the city made them spend hours on paperwork they were supposed to treat coronavirus patients but they did not accept people with fevers a hallmark symptom of the virus"
"59",2020-07-21,"doctors wanted to transfer coronavirus patients to the field hospital built at the usta billie jean king national tennis center but our reporter brianmrosenthal found that they were blocked by bureaucracy turf battles and communication failures"
"60",2020-07-21,"why developing a coronavirus vaccine may be easier than persuading people to get it listen to today's episode of the daily"
"61",2020-07-21,"china is hailing a visit by experts sent by the who to investigate the source of the coronavirus as evidence that the country is a responsible transparent global power but the investigation is likely to take months and could face delays"
"62",2020-07-21,"young children have consistently been slow to catch and spread covid experts have a few hunches why"
"63",2020-07-21,"competing laboratories released promising results from early vaccine trials in humans now comes the hard part proving that any of the vaccines protects against the coronavirus and establishing how much immunity they provide"
"64",2020-07-21,"none of iraq's existing graveyards wanted covid victims so shiite leaders created a burial ground that is also open to sunnis and christians called the new valley of peace or to iraqis the corona cemetery"
"65",2020-07-21,"hong kong once seemed like a model for how to control the coronavirus but a new wave of infections in recent days has put the city on edge hospitals are now seeing more cases a day than they ever have during the pandemic"
"66",2020-07-21,"the race for a vaccine against the coronavirus intensified on monday as competing laboratories released promising results from early trials in humans"
"67",2020-07-20,"after bringing a wave of sickness and death the coronavirus has now cut off one of the main sources of commerce in the area around yankee stadium fans merchants are struggling to survive in a summer devoid of the usual crowds"
"68",2020-07-20,"twitterverse did you test positive for the coronavirus with a pcr test and yet negative for antibodies if yes please contact me with the dates of both tests and which test you got dms open or email in profile this is for a nyt story"
"69",2020-07-20,"even the ceos are worried business leaders usually eternal optimists are bracing for prolonged economic disruption as coronavirus cases rise"
"70",2020-07-20,"an inhaled form of a commonly available drug can reduce the odds of covid patients requiring intensive care initial results from a small study of patients in britain suggest scientists say more details are needed to understand its effectiveness"
"71",2020-07-20,"sheldon silver the once dominant new york state assembly speaker lost a final bid for freedom when he was sentenced to months in prison he had asked for home confinement arguing that his age and health made him vulnerable to the coronavirus"
"72",2020-07-20,"the first months of the coronavirus pandemic has seen an unprecedented expansion of food stamps enrollment in the us here's what that looks like state by state"
"73",2020-07-20,"thanks to coronavirus i am given a second chance to live says foroozan one of nearly women held in a women's prison in afghanistan for murdering her spouse after years of abuse"
"74",2020-07-20,"i went to tanglewood for years the summer home of the boston symphony orchestra after coronavirus there is just stillness"
"75",2020-07-20,"president trump said on monday that he is bringing back the daily coronavirus briefings he halted in april he attributed the move to their high tv ratings but the reversal comes as the public health crisis continues to ravage much of the country"
"76",2020-07-20,"teachers unions sued gov ron desantis of florida over his order pushing schools to fully reopen next month even as the state's coronavirus cases are surging"
"77",2020-07-20,"more than million people in the us enrolled in food stamps in the first months of the coronavirus pandemic an unprecedented expansion that is likely to continue"
"78",2020-07-20,"a pair of new studies found that potential coronavirus vaccines triggered immune responses in people who received them see the latest on the push to develop a covid vaccine with our tracker"
"79",2020-07-20,"as the world shifted into coronavirus lockdown this spring neonatal icu doctors in several countries were noticing something strange premature births were falling in some cases drastically"
"80",2020-07-20,"potential coronavirus vaccines from oxford university and the chinese company cansino have triggered immune responses in hundreds of people without dangerous side effects according to studies published monday"
"81",2020-07-20,"in the rio grande valley more than a third of families live in poverty chronic illness are aggravating the coronavirus outbreak ambulances stack up outside emergency rooms where patients wait for beds"
"82",2020-07-20,"anger at coronavirus lockdowns and mask mandates provides fertile ground for covid contrarians a new kind of media star ben smith reports"
"83",2020-07-20,"rei is racing to respond to criticism from store workers about how it has handled coronavirus cases at reopened locations"
"84",2020-07-20,"polls released on sunday showed how badly president trump's response to the coronavirus has dented his reelection prospects latest updates"
"85",2020-07-20,"inside today's dealbook ceo i'm less optimistic today kids older than can spread coronavirus if elizabeth warren became vice president the fed gov nominee that may want to put on brakes everything to watch this week"
"86",2020-07-20,"if it's here it's here by now we don't have walls as coronavirus cases spike across florida the virus appears to have caught up with the residents of the villages a sprawling community where about people mostly and older live"
"87",2020-07-20,"western european countries were confident that their medical expertise and wealth would protect them from a viral outbreak the coronavirus exposed their misplaced confidence"
"88",2020-07-20,"thread chinese companies are using uighur labor to make ppe as the covid pandemic drives up demand we spent months investigating how the supply chain is connected with a highly controversial labor program we even traced some masks to the us"
"89",2020-07-20,"new rei has been facing a backlash from employees after allegations that it has been covering up covid cases in stores read more here"
"90",2020-07-20,"more than health care workers in charge of caring for the indigenous in brazil have tested positive for the coronavirus and may have exposed the communities they were supposed to help"
"91",2020-07-19,"congress is about to start negotiating in earnest over another coronavirus relief package and a frenzy of lobbying is already underway"
"92",2020-07-19,"new list the illnesses that lead to severe covid complications and you will have described much of south texas i embedded in a hopsital and witnessed both new life and death at close range the region is overwhelmed and there is no relief in sight"
"93",2020-07-19,"as president trump ignores the coronavirus crisis republicans worried about angry voters and a rampaging disease are increasingly contradicting him"
"94",2020-07-19,"why have other countries been able to control the coronavirus while it still rages throughout the us here's one theory"
"95",2020-07-19,"in a combative interview with fox news's chris wallace president trump made a string of false claims about his handling of the coronavirus election polls and race and policing"
"96",2020-07-19,"as the world shifted into coronavirus lockdown this spring neonatal icu doctors in several countries were noticing something strange premature births were falling in some cases drastically"
"97",2020-07-19,"alex rose uncovered her childhood postcard collection and has been using her free time to send mail to loved ones"
"98",2020-07-19,"the trump administration has balked at providing billions of dollars to fund coronavirus testing and federal health agencies as the virus surges across the us complicating efforts to reach agreement on the next round of pandemic aid"
"99",2020-07-19,"getting a covid nasal swab may become a routine procedure for children as schools reopen here's how to get them more comfortable with the procedure"
"100",2020-07-19,"drs nina suda and charles murphy met as residents five years ago and when he was told to quarantine because of the coronavirus she stood by his side at a safe distance"
"101",2020-07-19,"tv writers and producers are trying to figure out how to responsibly film physical intimacy in the time of coronavirus mannequins are just part of the solution"
"102",2020-07-18,"the white house is pushing to eliminate billions for coronavirus testing and tracing from a relief proposal drafted by senate republicans"
"103",2020-07-18,"the question i get asked the most why have so many nations handle coronavirus better than we did here's the answer the team shearm copyright maggienyt copyright noahweiland copyright ericliptonnyt copyright edited by the remarkable dickstevenson copyright"
"104",2020-07-18,"a new study of nearly people in south korea found that children between the ages of and can spread the coronavirus just as much as adults suggesting that school reopenings will trigger more outbreaks"
"105",2020-07-18,"in opinion asking me to return to the classroom amid a pandemic and expose myself and my family to covid is like asking me to take that bullet home to my own family i won't do it and you shouldn't want me to writes rebecca martinson"
"106",2020-07-18,"kids spread the coronavirus at least as efficiently as adults do according to large contacttracing study in south korea may not be what we want to hear certainly complicates my life but w cmyeaton ashishkjha mtosterholm billhanage"
"107",2020-07-18,"as the coronavirus continues to spike in many places around the us and businesses weigh the risks of reopening jodikantor talks to those working to keep workplaces clean and others safe"
"108",2020-07-18,"many contract cleaners described their covid nightmare being expected to clean a space where someone infected had been and not being made aware of it"
"109",2020-07-18,"businesses are touting their cleanliness to lure customers back many of the people hired to do the cleaning say they're not given enough time or resources to keep others or themselves safe from the spread of the coronavirus"
"110",2020-07-18,"covid is shining a spotlight on this injustice antonio guterres the secretary general of the un said entire regions that were making progress on eradicating poverty and narrowing inequality have been set back years in a matter of months"
"111",2020-07-18,"just posted president trump's fateful decision back in april to disengage amp delegate to the stateseven without ensuring they had all necessary resources it explains in part the spike in coronavirus outbreaks nationwide deep investigation by the nyt"
"112",2020-07-18,"president trump's failure to contain the coronavirus can be traced to midapril when the white house rushed to shift responsibility to the states"
"113",2020-07-18,"distrust in a hastily developed coronavirus vaccine is growing and could imperil widespread immunity"
"114",2020-07-18,"here's an easy way to keep track of coronavirus drugs and treatments"
"115",2020-07-18,"britain's prime minister boris johnson has unveiled an optimistic roadmap to contain the coronavirus pandemic in the upcoming months"
"116",2020-07-18,"these scientists are at the forefront of the hunt for a coronavirus vaccine and the first human trials of their experimental candidate begin next week here's the story of their scramble to turn back a pandemic"
"117",2020-07-17,"new we asked janitors from airlines to offices to disney how things are really being cleaned as coronavirus rages many raised alarms and revealed glaring problems dirty rags bathrooms that are not disinfected thread"
"118",2020-07-17,"here's how states have reopened and closed again as coronavirus cases surged in parts of the us"
"119",2020-07-17,"the number of coronavirus cases started to surge in late june but fatalities remained low that may have come to an end last week these states are now seeing the average number of new deaths rise again"
"120",2020-07-17,"the number of people dying from the coronavirus across the us is rising again for the first time since april the reopening and relaxing of social distancing restrictions in some states may be contributing to the trend"
"121",2020-07-17,"like a number of gravely ill covid patients larry has memories of terror from the time he was in the coma i was in a very dark place he said i kept trying to yell 'i'm not dead' he will be coming home on july days after his ordeal began"
"122",2020-07-17,"as hospitalized covid patients go larry was one of the lucky ones he had no underlying conditions he was cared for in a private hospital he has good health insurance thousands in the city particularly in poorer areas do not have those advantages"
"123",2020-07-17,"in midmarch larry was an early case of covid in new york he had seizures infections fevers pneumonia cerebral hemorrhages doctors struggled to take him off sedatives long enough to assess his brain activity"
"124",2020-07-17,"before the coronavirus pandemic a ventilator was intended primarily for shortterm use people usually come off them quickly one way or another able to breathe again for themselves or gone larry kelly was on one for days"
"125",2020-07-17,"xingcheng a town on china's northeastern coast claims to make a quarter of the world's swimwear when the coronavirus pandemic shut down pools and resorts around the globe life slid to a halt in the city"
"126",2020-07-17,"european union leaders gathered to start hammering out a massive aid package to help their economies recover from the coronavirus but political pressures and cultural differences are putting a brake on angela merkel's push for swift agreement"
"127",2020-07-17,"more than americans have died from the coronavirus one of them was craig breimhorst listen to today's episode of the daily"
"128",2020-07-17,"british airways will retire its entire fleet of boeing airplanes the company said citing the travel downturn during the coronavirus pandemic and the high cost of operating the aircraft"
"129",2020-07-17,"the reopening and relaxing of social distancing restrictions in some us states may be contributing to the first pronounced increase in coronavirus deaths since april when the pandemic initially peaked"
"130",2020-07-17,"democratic national convention planners expect as few as people to attend with former presidents bigname allies and party leaders appearing virtually because of the coronavirus"
"131",2020-07-17,"emna chargui was found guilty of inciting hatred between religions for sharing a facebook post about the coronavirus that mimicked quranic iconography"
"132",2020-07-17,"with her long reign winding down angela merkel and germany have assumed the eu's rotating presidency which lasts through the end of the year at a moment when the bloc is badly divided over a coronavirus recovery plan"
"133",2020-07-17,"since the coronavirus has taken hundreds of thousands of lives and upended daily life people have been turning to stage depictions of mass illness as a means of understanding the present moment"
"134",2020-07-17,"can thailand's low rate of covid infections be attributed to culture genetics face masks or a combination of all"
"135",2020-07-17,"the centers for disease control and prevention spent at least hours managing the coronavirus crisis on cruise ships it said in a scathing order extending its no sail period until the end of september"
"136",2020-07-17,"india recorded one million coronavirus cases and now ranks third in the world for infections researchers estimate that by the end of next year india will be the worsthit country in the world"
"137",2020-07-17,"washington state beat back the coronavirus after being the initial epicenter of the us outbreak now it's rising again and the future looks uncertain"
"138",2020-07-16,"here's how a struggling biotech firm that never brought a vaccine to market won billion from the trump administration to make one for the coronavirus"
"139",2020-07-16,"consumer spending in the us fell sharply in march as the coronavirus began spreading across the country but retail sales have bounced back climbing in june after a sharp rebound in may the commerce department said"
"140",2020-07-16,"china is testing unproven vaccines outside the normal regulatory process in the race to find the world's first longterm solution to the coronavirus pandemic"
"141",2020-07-16,"critic's notebook the upheaval from the coronavirus pandemic presents an opportunity to end excuses and truly reform opera's culture to place antiracism front and center as the industry rebuilds itself joshua barone writes"
"142",2020-07-16,"we are also tracking coronavirus treatments the fda has not fully licensed any treatment specifically for the coronavirus but it has granted emergency use authorization to a few here's where the search for treatments stands now"
"143",2020-07-16,"researchers around the world are racing to develop vaccines and treatments for the coronavirus here are ways to track the latest developments"
"144",2020-07-16,"king felipe vi of spain led a tribute to the country's coronavirus victims and health care workers on thursday during a ceremony at the royal palace in madrid at least people in spain have died from the virus"
"145",2020-07-16,"novavax has been around for years but never brought a vaccine to market yet last week it snagged a record billion from operation warp speed for its coronavirus vaccine here's what we learned about it with mega e"
"146",2020-07-16,"in opinion i've made a few condolence calls during the past few months none of the people i called to condole about had died of covid writes mohammed hanif i was always given another reason"
"147",2020-07-16,"russian hackers have targeted british canadian and american organizations researching covid vaccines intelligence agencies say the group known as cozy bear was also implicated in the hacking of the democratic national committee"
"148",2020-07-16,"we're delighted to unveilthe nytimes coronavirus treatment tracker a coproduction of katherinejwu virginiahughes amp pt amp me"
"149",2020-07-16,"the coronavirus is once again ravaging the state of washington and the number of cases has hit grim new milestones"
"150",2020-07-16,"breaking news russian hackers are targeting health care organizations in the west in an attempt to steal coronavirus vaccine research the us and britain said"
"151",2020-07-16,"representative alexandria ocasiocortez will spearhead a new campaign to push gov andrew cuomo to tax billionaires who live in new york and use the money to assist people devastated by the coronavirus economic crisis"
"152",2020-07-16,"a hospital in dhaka bangladesh had been selling fake coronavirus certificates thousands of them at apiece indicating that a patient had tested negative the bangladeshi authorities said"
"153",2020-07-16,"nearly a month into the coronavirus lockdown kleon papadimitriou a greek student in scotland was feeling homesick what followed was a cycling journey across europe that spanned countries more than miles and days"
"154",2020-07-16,"god bless the writers who have poured themselves into capturing endless losses in coronavirus obituaries it's all so gutting"
"155",2020-07-16,"the government in the philippines has empowered the police to fan out hometohome in search of people infected with the coronavirus the move has triggered an uproar among human rights groups latest updates about the pandemic"
"156",2020-07-16,"as scientists race to understand how coronavirus aerosols may spread indoors a new study on influenza offers some clues"
"157",2020-07-16,"ah cool it is well cheers to subbrand accounts here's one of our most interesting stories from today by apoorvanyc about a major expert panel's recommendations on schools and the coronavirus"
"158",2020-07-15,"the coronavirus pandemic has taken an incalculable death toll we are putting names and faces to the numbers here are some of their stories"
"159",2020-07-15,"abraham vega was sheriff of lynn county texas he had a servant's heart and that's what made him a peace officer his wife said he died of the coronavirus"
"160",2020-07-15,"the us has seen a heat wave and record temperatures around the country in the last few days and rising coronavirus case numbers are complicating efforts to protect those at risk"
"161",2020-07-15,"california is once again prioritizing people with symptoms for coronavirus tests here's jillcowan's look at how the state is revising its testing guidelines"
"162",2020-07-15,"in randallstown maryland kaniesha reeder's studio rented a stage and set up socially distant seating in the halfempty parking lot of a strip mall we have survived covid and we have gotten these babies onstage she said"
"163",2020-07-15,"gov kevin stitt of oklahoma announced on wednesday that he has tested positive for the coronavirus becoming the first governor in the us known to have been infected during the pandemic"
"164",2020-07-15,"dance studios are going to great lengths to make recitals happen during covid we captured performances in parking lots in maryland amp ohio ballet in a park in ny amp a mexican dance school in california that is dramatically rethinking couple's choreography"
"165",2020-07-15,"as families clamor for cheap outdoor vacations this year the national parks in the us could become the latest battleground in the fight over coronavirus reopening"
"166",2020-07-15,"new coronavirus cases were reported on tuesday in the us the secondhighest daily total in the country officials warn that the worst may still lie ahead"
"167",2020-07-15,"i recognize that this moment is all about making progress so black people can thrive a brooklyn restaurant is prioritizing its black employees' mental health as they navigate the coronavirus and protests against racial injustice"
"168",2020-07-15,"after surviving civil war in sudan one of america's most vulnerable workers faced the coronavirus how has she been doing since listen to today's episode of the daily"
"169",2020-07-15,"americans may think no one is handling the coronavirus worse than president trump but felipeneto says president jair bolsonaro of brazil is much much worse"
"170",2020-07-15,"researchers reported a case that suggests that covid can be transmitted from a pregnant woman to a fetus the good news is that it is very rare and the baby and mother recovered"
"171",2020-07-15,"most coronavirus vaccines in development are administered by an injection but some experts say a vaccine spritzed into the nose or mouth might do a better job of triggering a stronger immune response to protect people against the virus"
"172",2020-07-15,"vigilant mask wearing might have spared nearly people from catching the coronavirus at a hair salon in missouri in may the people interacted with stylists with confirmed coronavirus infections but none ended up showing symptoms of covid"
"173",2020-07-15,"fact check speaking in the rose garden and in an earlier television interview president trump on tuesday made incorrect misleading and exaggerated statements about police shootings the coronavirus joe biden and china"
"174",2020-07-15,"new trump administration is stripping cdc of control of coronavirus data hospitals will now report info directly to dc health experts are alarmed cdc will take part in data collection hhs spox says they will simply no longer control it"
"175",2020-07-14,"most of the coronavirus vaccines currently vying for clearance will be administered the old fashioned way via a needle to the upper arm but that is not necessarily our best shot at strong longlasting immunity my latest for nytimes"
"176",2020-07-14,"an experimental coronavirus vaccine made by moderna provoked promising immune responses and appeared safe in the first people who received it researchers reported on tuesday phase tests involving people are expected to begin on july"
"177",2020-07-14,"researchers reported what they say is the first case of the coronavirus being transmitted to a baby during pregnancy the baby born in a paris hospital in march developed symptoms of inflammation in his brain but recovered without treatment"
"178",2020-07-14,"breaking news the trump administration ordered hospitals to bypass the cdc and send key coronavirus information to a washington database alarming health officials"
"179",2020-07-14,"the escalating coronavirus crisis in texas shows how the chronic underfunding of public health has put america on track for the worst coronavirus response in the developed world jeneen interlandi writes for nytmag"
"180",2020-07-14,"joe biden is set to announce a more aggressive climate plan spending trillion and linking clean energy with economic recovery from the coronavirus he will also call for achieving an emissionsfree power sector by"
"181",2020-07-14,"we are tracking how states are responding to surging coronavirus outbreaks in parts of the us see how your state has reopened and possibly closed again as coronavirus cases rise"
"182",2020-07-14,"in opinion doing what was necessary to bring the coronavirus under control would have been annoying but entirely feasible but that was the road not taken writes paul krugman instead many states not only rushed to reopen they reopened stupidly"
"183",2020-07-14,"leaders in the us's most populous states acknowledged that the coronavirus outbreaks they have been battling for months were on the rise and may require a return of stricter lockdown measures follow live updates"
"184",2020-07-14,"the day before i boarded a plane from nyc my youngest sister sent me a text message that froze me in place brother it looks like all of the sandovales have covid it read in spanish nytimes copyright pandemic border riograndevalley texascovid"
"185",2020-07-14,"we spoke to a doctor in italy about triaging care at the peak of the pandemic and the discharge of his last coronavirus patient listen to today's episode of the daily"
"186",2020-07-14,"the bad news it seems almost inevitable that covid will seep back into new york the okay news ny is better positioned to deal with a surge in cases this time around epidemiologists said"
"187",2020-07-14,"while bare shelves brought on by the coronavirus pandemic have largely been restocked across new york city and the us times are still far from normal at supermarkets"
"188",2020-07-14,"if the spread of the coronavirus continues at its current rate oregon health authority models predict that portland hospitals will hit capacity in a month and hospitals throughout the state will be overwhelmed within days"
"189",2020-07-14,"the us budget deficit grew to a record billion for june as the federal government pumped huge sums of money into the economy to prop up workers and businesses affected by the coronavirus the treasury department said"
"190",2020-07-14,"citizens of okinawa have long complained about noise crime and aircraft accidents related to american military bases on the island now it's a large outbreak of coronavirus among soldiers i'm scared said a noodle shop worker"
"191",2020-07-14,"new wshearm fauci was back at the white house today to meet with mark meadows a visit that followed drama over the distribution of an anonymouslyattributed list of what the wh said were his misjudgments in the early days of the coronavirus"
"192",2020-07-14,"new with coronavirus cases surging in florida congressional republicans are starting to bail on trump's jacksonville convention everybody just assumes no one is going wnpfandos patriciamazzei"
"193",2020-07-13,"the resurgence of the coronavirus in the us especially in states that had begun to reopen has introduced a dark reality for many small businesses their temporary closures might become permanent"
"194",2020-07-13,"russell westbrook the houston rockets star said on monday that he had tested positive for the coronavirus"
"195",2020-07-13,"republican party officials said they'll still attend their convention in florida despite soaring coronavirus cases"
"196",2020-07-13,"republican national committee members said in interviews that they still planned to attend their convention in jacksonville despite the soaring number of coronavirus cases in florida"
"197",2020-07-13,"los angeles apparel's factory has been ordered to shut down after the city's public health department found over confirmed coronavirus infections among the garment workers workers have died"
"198",2020-07-13,"it's almost like we're on our own oregon which had managed to keep its coronavirus numbers low is now seeing a surge of infections in rural areas"
"199",2020-07-13,"the latest on how states are responding to the coronavirus louisiana has closed bars new mexico closed indoor dining at restaurants massachusetts has reopened gyms bowling alleys and movie theaters find out more about your state here"
"200",2020-07-13,"kristin urquiza's impassioned obituary for her father mark anthony urquiza gave causes of death the coronavirus and politicians' carelessness i'm not comfortable grieving silently because i believe that my dad's death was preventable she said"
"201",2020-07-13,"public health officials in houston are struggling to keep up with one of the nation's largest coronavirus outbreaks but first they must negotiate with an overworked fax machine"
"202",2020-07-13,"good morning this is how coronavirus test results are transferred and tracked in"
"203",2020-07-13,"an outbreak of coronavirus cases among us marines in okinawa are creating a new strain on relations between the military and the local government"
"204",2020-07-13,"then covid happened everyone was home on their phones i thought 'we gotta do this now' it's how we were able to keep going how a digital avatar helped the fashion brand hanifa go viral during the pandemic"
"205",2020-07-13,"as south africa's covid infections start to spike the country's president has announced the reinstatement of a ban on the sale and distribution of alcohol"
